0,1,2,3,4,5,6,7,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,Age,BikeBuyer
0,0,1,0,0,0,0,1,1,0,1,-0.44223166,-0.65670996,-0.600938985,0.510524354,0.048267906,0
0,0,1,0,0,0,0,1,0,1,0,-0.44223166,-0.65670996,-0.600938985,0.112644819,0.048267906,0
0,0,0,0,0,0,1,0,1,0,1,-0.44223166,-0.65670996,-0.600938985,0.645071652,0.048267906,1
0,0,1,0,0,0,0,1,0,1,1,-0.44223166,-0.65670996,-0.600938985,-0.294670893,0.137258425,0
0,0,0,0,0,0,1,0,0,1,0,-0.44223166,-0.65670996,-1.195001519,-0.074493437,-0.307694173,1
0,0,0,0,0,0,1,0,0,1,1,2.191811954,2.637874055,1.77531115,0.426177516,-0.307694173,1
0,0,0,0,0,0,1,0,0,1,1,-0.44223166,-0.65670996,-1.195001519,0.172533087,-0.218703653,0
0,0,0,0,0,0,1,0,1,0,0,-0.44223166,-0.65670996,-1.195001519,0.609314833,-0.218703653,0
0,0,0,0,0,0,1,0,0,1,0,-0.44223166,-0.65670996,-1.195001519,0.257030904,-0.218703653,0
0,0,0,0,0,0,1,0,1,1,0,-0.44223166,-0.65670996,-1.195001519,0.491979122,-0.218703653,1
0,0,0,0,0,0,1,0,0,0,1,-0.44223166,-0.65670996,-0.600938985,0.983541019,0.226248945,1
0,0,0,0,0,0,1,0,1,1,0,0.435782878,-0.65670996,-1.195001519,0.721190144,-0.129713134,1
0,0,1,0,0,0,0,1,1,0,1,-0.44223166,-0.65670996,-0.600938985,-0.030659251,-0.040722614,1
0,0,1,0,0,0,0,1,0,0,1,-0.44223166,-0.65670996,-0.600938985,-0.390743754,-0.040722614,1
0,0,1,0,0,0,0,1,0,0,1,-0.44223166,-0.65670996,-0.600938985,-0.127814126,-0.040722614,0
0,0,0,0,0,0,1,0,1,0,1,0.435782878,1.978957252,1.77531115,0.653979403,-0.040722614,1
0,0,0,1,0,1,0,0,1,1,0,0.435782878,-0.65670996,-1.195001519,-1.497745677,-1.01961833,0
0,0,1,0,0,0,0,1,1,0,1,0.435782878,1.978957252,1.77531115,0.379952832,-0.040722614,1
0,0,1,0,0,0,0,1,1,0,1,0.435782878,1.978957252,1.77531115,0.214882648,-0.040722614,1
0,0,1,0,0,0,0,1,0,0,1,1.313797416,1.978957252,1.77531115,-0.124668734,0.048267906,1
0,0,1,0,0,0,0,0,1,1,0,0.435782878,-0.65670996,-0.006876451,-0.683240068,2.362021416,0
0,0,0,0,1,0,0,0,0,1,1,-0.44223166,-0.65670996,-0.006876451,-0.652993976,2.273030897,0
0,0,1,0,0,0,0,1,1,0,1,1.313797416,1.978957252,1.77531115,0.261308637,0.137258425,0
0,0,1,0,0,0,0,1,1,0,1,1.313797416,1.978957252,1.77531115,0.600985835,0.137258425,1
0,0,1,0,0,0,0,1,1,1,1,-0.44223166,-0.65670996,-0.600938985,0.720787534,0.404229984,1
0,0,1,0,0,0,0,1,0,1,1,-0.44223166,-0.65670996,-0.600938985,-0.314549772,0.493220504,0
0,1,0,0,0,0,0,1,1,0,0,0.435782878,0.002206843,-0.006876451,-1.141737602,1.116154141,0
0,1,0,0,0,0,0,1,0,0,1,-0.44223166,-0.65670996,-1.195001519,-0.809055757,-1.197599369,0
0,1,0,0,0,0,0,1,0,1,1,-0.44223166,-0.65670996,-1.195001519,-1.160232509,-1.197599369,0
0,1,0,0,0,0,0,1,0,0,1,0.435782878,-0.65670996,-1.195001519,-1.090857738,-1.642551967,0
0,1,0,0,0,0,0,1,0,0,0,0.435782878,-0.65670996,-1.195001519,-0.980467052,-1.642551967,0
0,1,0,0,0,0,0,1,0,1,0,0.435782878,-0.65670996,-1.195001519,-0.857847081,-1.642551967,0
0,0,0,1,0,0,0,0,0,1,0,0.435782878,-0.65670996,-1.195001519,-1.037235091,-1.642551967,0
0,1,0,0,0,0,0,1,1,1,1,0.435782878,-0.65670996,1.77531115,-1.309022143,1.3831257,1
0,0,0,1,0,0,0,0,1,1,0,0.435782878,-0.65670996,-1.195001519,-0.342656997,-1.553561448,0
0,1,0,0,0,0,0,1,0,1,0,0.435782878,-0.65670996,-1.195001519,-0.999062611,-1.464570928,0
0,1,0,0,0,0,0,1,0,0,1,0.435782878,-0.65670996,-1.195001519,-0.891263728,-1.464570928,0
0,1,0,0,0,0,0,1,0,0,0,0.435782878,-0.65670996,-1.195001519,-0.741266264,-1.464570928,0
0,0,1,0,0,0,0,0,0,1,0,0.435782878,-0.65670996,-0.006876451,-1.273768587,2.095049857,0
0,0,0,1,0,0,0,0,1,1,0,0.435782878,-0.65670996,-1.195001519,-0.342153735,-1.375580408,0
0,1,0,0,0,0,0,1,0,0,0,0.435782878,-0.65670996,-1.195001519,-1.140252977,-1.375580408,0
0,1,0,0,0,0,0,1,1,1,0,0.435782878,-0.65670996,-1.195001519,-0.370965527,-1.375580408,1
0,1,0,0,0,0,0,1,1,0,1,0.435782878,-0.65670996,-1.195001519,-0.869749246,-1.375580408,0
0,1,0,0,0,0,0,1,1,1,0,0.435782878,-0.65670996,-1.195001519,-0.586110356,-1.553561448,0
0,1,0,0,0,0,0,1,0,1,0,0.435782878,-0.65670996,-1.195001519,-1.221404097,-1.553561448,0
0,0,0,0,1,0,0,0,0,1,1,0.435782878,-0.65670996,-0.006876451,-0.284253354,2.006059338,0
1,0,0,0,1,0,0,0,1,0,1,-0.44223166,-0.65670996,-0.006876451,1.157015692,2.006059338,0
0,0,0,0,1,0,0,0,1,0,1,0.435782878,-0.65670996,-0.006876451,-0.376929191,1.828078298,0
0,0,0,0,1,0,0,0,1,0,1,0.435782878,-0.65670996,-0.006876451,0.106127566,1.828078298,0
0,0,0,0,1,0,0,0,1,1,1,0.435782878,-0.65670996,-0.006876451,-0.009446726,1.828078298,0
1,0,0,0,1,0,0,0,0,1,0,-0.44223166,-0.65670996,-0.006876451,0.406499942,1.739087779,0
0,1,0,0,0,0,0,1,1,1,1,0.435782878,-0.65670996,-1.195001519,-0.394493061,-1.286589889,1
0,1,0,0,0,0,0,1,0,0,1,0.435782878,-0.65670996,-1.195001519,-1.031724364,-1.286589889,0
0,0,1,0,0,0,0,1,0,1,1,-0.44223166,-0.65670996,-1.195001519,-1.128703097,-1.286589889,0
0,0,1,0,0,0,0,1,1,1,0,-0.44223166,-0.65670996,-1.195001519,-0.440793235,-1.286589889,1
0,1,0,0,0,0,0,1,0,0,1,0.435782878,-0.65670996,-1.195001519,-0.820102375,-1.197599369,0
0,1,0,0,0,0,0,1,1,1,1,0.435782878,-0.65670996,-1.195001519,-0.527329266,-1.197599369,0
0,1,0,0,0,0,0,1,0,1,0,0.435782878,-0.65670996,-1.195001519,-1.162472028,-1.197599369,0
0,0,1,0,0,0,0,1,1,1,0,-0.44223166,-0.65670996,-1.195001519,-0.598792577,-1.10860885,0
0,0,1,0,0,0,0,1,0,1,0,-0.44223166,-0.65670996,-1.195001519,-0.810414567,-1.10860885,1
0,0,1,0,0,0,0,1,1,0,1,-0.44223166,-0.65670996,-1.195001519,-0.538526862,-1.10860885,0
0,0,1,0,0,0,0,1,1,1,0,-0.44223166,-0.65670996,-1.195001519,-0.736887878,-1.10860885,1
0,0,1,0,0,0,0,1,0,0,0,-0.44223166,-0.65670996,-1.195001519,0.274871568,-1.01961833,0
0,0,1,0,0,0,0,1,0,1,0,0.435782878,-0.65670996,-1.195001519,-0.206071485,-0.93062781,1
0,0,0,0,1,0,0,0,1,0,1,-0.44223166,1.978957252,1.181248617,0.95852886,-0.574665732,1
0,0,0,0,1,0,0,0,0,0,1,-0.44223166,1.978957252,1.181248617,0.665252489,-0.574665732,1
0,0,0,0,1,0,0,0,1,1,1,0.435782878,-0.65670996,-0.600938985,1.271885416,-0.485675212,1
0,0,0,0,1,0,0,0,0,0,1,0.435782878,-0.65670996,-0.600938985,0.487802041,-0.485675212,0
1,0,0,0,1,0,0,0,0,1,0,2.191811954,-0.65670996,-1.195001519,1.839112869,-0.485675212,0
1,0,0,0,1,0,0,0,1,0,1,-1.320246198,0.002206843,-0.600938985,2.642144087,-0.485675212,1
0,0,1,0,0,0,0,1,1,1,1,0.435782878,-0.65670996,-1.195001519,0.498269906,-0.129713134,1
0,0,0,0,1,0,0,0,1,0,1,-0.44223166,1.978957252,1.181248617,1.576334221,-0.574665732,1
1,0,0,0,1,0,0,0,1,0,1,0.435782878,1.978957252,1.181248617,2.703189859,1.739087779,1
1,0,0,0,1,0,0,0,0,0,1,1.313797416,1.978957252,1.181248617,1.600717301,1.650097259,0
0,0,0,0,1,0,0,0,0,0,1,2.191811954,1.320040449,0.587186083,1.684560876,1.650097259,1
1,0,0,0,1,0,0,0,1,0,1,0.435782878,1.320040449,0.587186083,2.674176761,1.650097259,0
0,0,0,0,1,0,0,0,0,1,1,0.435782878,-0.65670996,1.181248617,0.06694856,1.561106739,0
0,0,0,0,1,0,0,0,0,1,1,0.435782878,-0.65670996,1.181248617,0.305369291,1.561106739,1
0,0,0,0,1,0,0,0,0,1,1,0.435782878,-0.65670996,1.181248617,0.322253757,1.561106739,0
0,0,0,0,1,0,0,0,0,1,1,0.435782878,-0.65670996,1.181248617,0.130183526,1.561106739,0
0,0,0,0,1,0,0,0,0,1,1,0.435782878,-0.65670996,1.181248617,0.039973677,1.561106739,0
1,0,0,0,1,0,0,0,0,0,1,0.435782878,-0.65670996,1.181248617,0.191204135,1.561106739,0
1,0,0,0,1,0,0,0,0,0,0,0.435782878,-0.65670996,1.181248617,0.655464028,1.561106739,0
1,0,0,0,1,0,0,0,1,1,1,0.435782878,-0.65670996,1.181248617,1.100121837,1.561106739,0
0,0,0,0,1,0,0,0,1,0,1,0.435782878,-0.65670996,1.77531115,0.444043344,1.561106739,0
0,0,0,0,1,0,0,0,0,1,1,1.313797416,-0.65670996,1.77531115,0.045912177,1.47211622,0
0,0,0,0,1,0,0,0,1,0,1,0.435782878,-0.65670996,1.181248617,0.857020762,1.47211622,0
0,0,0,0,1,0,0,0,1,0,1,0.435782878,-0.65670996,1.181248617,0.82637206,1.47211622,0
0,0,0,0,1,0,0,0,0,0,1,0.435782878,-0.65670996,1.181248617,0.288409337,1.47211622,0
0,0,0,0,1,0,0,0,0,0,1,1.313797416,-0.65670996,1.77531115,0.204238641,1.3831257,0
0,0,0,0,1,0,0,0,1,0,1,1.313797416,-0.65670996,1.77531115,0.470665944,1.3831257,0
0,0,0,0,1,0,0,0,0,0,0,-0.44223166,0.002206843,0.587186083,0.214354222,1.3831257,1
0,0,0,0,1,0,0,0,0,1,1,-0.44223166,0.002206843,1.181248617,0.145432387,1.3831257,0
0,0,0,0,1,0,0,0,0,0,1,-0.44223166,0.002206843,1.181248617,0.077139631,1.3831257,0
0,0,0,0,1,0,0,0,1,0,1,-0.44223166,0.002206843,1.181248617,0.57625047,1.294135181,1
0,0,0,0,1,0,0,0,0,0,1,-0.44223166,0.002206843,1.181248617,0.126459381,1.294135181,0
0,0,0,0,1,0,0,0,0,0,0,0.435782878,-0.65670996,1.77531115,0.457656602,1.294135181,0
0,1,0,0,0,0,1,0,1,0,1,0.435782878,0.002206843,-0.006876451,-0.574384334,1.205144661,0
0,1,0,0,0,0,1,0,0,0,1,0.435782878,0.002206843,-0.006876451,-0.70530814,1.205144661,0
0,1,0,0,0,0,1,0,0,0,1,0.435782878,0.002206843,-0.006876451,-0.657120731,1.205144661,0
0,0,1,0,0,0,1,0,1,0,1,-0.44223166,0.002206843,-0.006876451,0.469357461,1.205144661,0
0,0,0,0,1,0,0,0,0,0,1,-1.320246198,0.002206843,-0.006876451,0.080285024,1.205144661,1
0,0,0,0,1,0,0,0,0,0,1,-1.320246198,0.002206843,-0.006876451,-0.126857927,1.205144661,1
0,0,1,0,0,0,1,0,1,0,1,0.435782878,0.002206843,1.181248617,0.234887342,1.205144661,0
0,1,0,0,0,0,1,0,0,0,1,0.435782878,0.002206843,-0.006876451,-0.702313726,1.116154141,1
0,1,0,0,0,0,1,0,0,0,1,0.435782878,0.002206843,-0.006876451,-0.755659579,1.116154141,0
0,0,1,0,0,0,1,0,0,1,1,0.435782878,0.002206843,-0.006876451,-0.221420999,1.116154141,0
0,0,1,0,0,0,1,0,1,1,1,0.435782878,0.002206843,-0.006876451,0.327185732,1.116154141,0
0,0,1,0,0,0,1,0,0,1,1,0.435782878,0.002206843,-0.006876451,0.029128364,1.027163622,0
0,0,1,0,0,0,1,0,0,1,1,0.435782878,0.002206843,-0.006876451,0.08202128,1.027163622,1
0,0,1,0,0,0,1,0,0,1,0,0.435782878,0.002206843,-0.006876451,-0.050588456,1.027163622,0
0,1,0,0,0,0,1,0,1,0,1,0.435782878,0.002206843,-0.006876451,0.259849175,1.027163622,0
0,0,1,0,0,0,1,0,0,0,1,-0.44223166,0.002206843,-0.006876451,0.520967056,1.027163622,0
0,0,1,0,0,0,1,0,1,0,1,-0.44223166,0.661123646,1.181248617,0.72428521,1.027163622,0
0,0,0,0,1,0,0,0,0,0,1,-0.44223166,0.002206843,0.587186083,0.493388257,1.027163622,0
0,1,0,0,0,0,1,0,0,1,1,0.435782878,0.002206843,-0.006876451,0.390672329,0.938173102,1
0,1,0,0,0,0,1,0,0,1,1,0.435782878,0.002206843,-0.006876451,-0.488754176,0.938173102,0
0,0,1,0,0,0,1,0,0,0,1,-0.44223166,0.002206843,-0.006876451,-0.073738543,0.938173102,0
0,0,1,0,0,0,1,0,0,0,1,-0.44223166,0.002206843,-0.006876451,-0.212613901,0.938173102,0
0,0,1,0,0,0,1,0,1,1,1,0.435782878,0.002206843,-0.006876451,0.727103482,0.938173102,1
0,0,1,0,0,0,1,0,0,0,1,0.435782878,0.002206843,-0.006876451,0.123037195,0.938173102,1
0,0,1,0,0,0,1,0,1,1,1,-0.44223166,0.661123646,1.181248617,0.029505811,0.938173102,0
0,0,1,0,0,0,1,0,0,0,0,0.435782878,0.661123646,1.181248617,0.104240331,0.938173102,0
0,1,0,0,0,0,1,0,1,0,1,0.435782878,0.002206843,-0.006876451,0.111915088,0.849182582,0
0,1,0,0,0,0,1,0,0,0,0,0.435782878,0.002206843,0.587186083,0.291504403,0.849182582,1
0,0,1,0,0,0,1,0,1,0,1,0.435782878,0.661123646,1.181248617,0.446509332,0.849182582,0
0,0,1,0,0,0,1,0,0,1,1,0.435782878,0.661123646,1.181248617,0.083958842,0.849182582,1
0,0,1,0,0,0,1,0,1,0,1,0.435782878,0.661123646,1.181248617,0.478793637,0.849182582,0
0,0,1,0,0,0,1,0,1,1,1,0.435782878,0.661123646,1.77531115,0.648569328,0.849182582,1
0,0,0,0,1,0,0,0,1,1,0,2.191811954,1.320040449,0.587186083,2.165554256,0.315239465,1
0,0,0,0,1,0,0,0,0,1,0,2.191811954,1.320040449,0.587186083,1.514508391,0.315239465,1
0,0,1,0,0,0,1,0,0,0,0,0.435782878,1.978957252,1.181248617,1.138495622,0.315239465,0
0,0,1,0,0,0,1,0,0,0,1,2.191811954,1.320040449,0.587186083,1.467629465,0.315239465,1
0,0,1,0,0,0,1,0,0,1,1,2.191811954,1.320040449,0.587186083,0.918443982,0.404229984,1
0,0,1,0,0,0,1,0,1,0,1,1.313797416,1.978957252,1.181248617,2.064247463,0.404229984,1
0,0,1,0,0,0,1,0,0,0,1,1.313797416,1.320040449,0.587186083,1.328728944,0.404229984,0
0,0,0,0,1,0,0,0,0,1,0,1.313797416,1.320040449,0.587186083,1.543043389,0.404229984,1
0,1,0,0,0,0,1,0,1,0,0,2.191811954,1.978957252,1.181248617,1.921018883,0.493220504,1
0,1,0,0,0,0,1,0,0,0,0,2.191811954,1.978957252,1.181248617,1.478072167,0.493220504,0
0,0,1,0,0,0,1,0,1,0,1,2.191811954,1.978957252,1.181248617,2.193309197,0.582211023,1
0,0,1,0,0,0,1,0,0,0,1,1.313797416,1.978957252,1.181248617,1.265795937,0.582211023,1
0,1,0,0,0,0,1,0,0,0,1,0.435782878,1.978957252,1.181248617,1.558820677,0.582211023,0
0,1,0,0,0,0,1,0,1,1,0,0.435782878,-0.65670996,1.181248617,-0.710290441,2.628992975,0
1,0,0,0,1,0,0,0,1,1,1,-0.44223166,-0.65670996,0.587186083,1.52925399,2.628992975,0
1,0,0,0,1,0,0,0,1,0,1,0.435782878,-0.65670996,-0.006876451,1.251704579,2.540002455,0
1,0,0,0,1,0,0,0,1,0,1,0.435782878,-0.65670996,1.181248617,0.586793825,2.540002455,0
1,0,0,0,1,0,0,0,0,0,1,0.435782878,-0.65670996,1.181248617,0.268530458,2.540002455,0
1,0,0,0,1,0,0,0,0,1,1,2.191811954,0.661123646,-0.006876451,1.719512475,2.540002455,0
0,0,1,0,0,0,1,0,0,0,1,2.191811954,0.002206843,1.181248617,0.457732091,-0.307694173,0
0,0,0,0,1,0,0,0,0,0,1,1.313797416,0.661123646,-0.006876451,1.245791242,-0.307694173,1
1,0,0,0,1,0,0,0,0,0,1,-0.44223166,0.661123646,-0.006876451,1.918527732,-0.307694173,0
0,0,0,0,1,0,0,0,0,0,1,-1.320246198,1.320040449,1.181248617,0.479422716,-0.218703653,0
0,0,1,0,0,0,1,0,0,0,1,1.313797416,2.637874055,1.77531115,0.649500365,-0.218703653,0
0,0,1,0,0,0,1,0,1,1,0,1.313797416,2.637874055,1.77531115,1.125989543,-0.218703653,1
0,0,1,0,0,0,1,0,0,0,1,1.313797416,2.637874055,1.77531115,0.336596746,-0.218703653,1
0,0,1,0,0,0,1,0,0,1,0,-0.44223166,-0.65670996,-1.195001519,0.516286713,-0.218703653,0
0,0,1,0,0,0,1,0,1,1,1,2.191811954,0.661123646,1.181248617,2.298340135,-0.218703653,1
1,0,0,0,1,0,0,0,0,0,1,0.435782878,0.661123646,-0.006876451,1.687052027,-0.218703653,0
1,0,0,0,1,0,0,0,1,0,1,0.435782878,0.661123646,-0.006876451,2.405686081,-0.218703653,1
1,0,0,0,1,0,0,0,1,0,1,1.313797416,0.661123646,-0.006876451,2.58250745,-0.218703653,1
0,0,0,0,1,0,0,0,0,1,0,2.191811954,-0.65670996,-0.006876451,1.587179533,-0.218703653,1
